id,status,latency
1,200,0.079544
2,200,0.010590
3,200,0.014543
4,200,0.013165
5,200,0.013869
6,200,0.013053
7,200,0.012833
8,200,0.013484
9,200,0.012950
10,200,0.011970
11,200,0.011153
12,200,0.011817
13,200,0.011744
14,200,0.012371
15,200,0.012013
16,200,0.010108
17,200,0.012301
18,200,0.011644
19,200,0.011899
20,200,0.011536
21,200,0.012217
22,200,0.011091
23,200,0.009925
24,200,0.009196
25,200,0.009005
26,200,0.009415
27,200,0.009506
28,200,0.009944
29,200,0.009261
30,200,0.009179
31,200,0.010209
32,200,0.009478
33,200,0.010950
34,200,0.009715
35,200,0.011656
36,200,0.014923
37,200,0.012591
38,200,0.012100
39,200,0.012511
40,200,0.013037
41,200,0.012590
42,200,0.012410
43,200,0.020482
44,200,0.012810
45,200,0.011646
46,200,0.012068
47,200,0.012408
48,200,0.012634
49,200,0.013016
50,200,0.011667
51,200,0.012407
52,200,0.012060
53,200,0.011789
54,200,0.011896
55,200,0.012139
56,200,0.011957
57,200,0.012376
58,200,0.011139
59,200,0.011880
60,200,0.012642
61,200,0.011569
62,200,0.011012
63,200,0.011964
64,200,0.012160
65,200,0.013153
66,200,0.011774
67,200,0.012323
68,200,0.012703
69,200,0.013395
70,200,0.011536
71,200,0.012037
72,200,0.012464
73,200,0.012723
74,200,0.011780
75,200,0.012809
76,200,0.012221
77,200,0.012628
78,200,0.013050
79,200,0.012601
80,200,0.012412
81,200,0.012509
82,200,0.013076
83,200,0.010252
84,200,0.012071
85,200,0.013078
86,200,0.012579
87,200,0.012618
88,200,0.012284
89,200,0.012539
90,200,0.012641
91,200,0.011356
92,200,0.013442
93,200,0.012615
94,200,0.011965
95,200,0.012726
96,200,0.020881
97,200,0.009567
98,200,0.011201
99,200,0.013124
100,200,0.012346
101,200,0.013289
102,200,0.012457
103,200,0.012854
104,200,0.011588
105,200,0.009567
106,200,0.009917
107,200,0.009983
108,200,0.009952
109,200,0.009841
110,200,0.018185
111,200,0.009081
112,200,0.009956
113,200,0.009691
114,200,0.009775
115,200,0.009171
116,200,0.009566
117,200,0.010281
118,200,0.009998
119,200,0.010024
120,200,0.009908
121,200,0.008889
122,200,0.008730
123,200,0.009239
124,200,0.008824
125,200,0.008467
126,200,0.008014
127,200,0.008353
128,200,0.008111
129,200,0.009554
130,200,0.008036
131,200,0.009116
132,200,0.008020
133,200,0.007884
134,200,0.008724
135,200,0.008988
136,200,0.010185
137,200,0.010368
138,200,0.009662
139,200,0.013685
140,200,0.009611
141,200,0.009455
142,200,0.009809
143,200,0.009852
144,200,0.010138
145,200,0.009920
146,200,0.009686
147,200,0.010271
148,200,0.010066
149,200,0.009619
150,200,0.009878
151,200,0.009836
152,200,0.009886
153,200,0.009031
154,200,0.008507
155,200,0.008293
156,200,0.009798
157,200,0.010040
158,200,0.009609
159,200,0.009840
160,200,0.009487
161,200,0.009505
162,200,0.009502
163,200,0.009533
164,200,0.009267
165,200,0.009292
166,200,0.009429
167,200,0.009945
168,200,0.010191
169,200,0.010188
170,200,0.009208
171,200,0.009504
172,200,0.009386
173,200,0.009327
174,200,0.010186
175,200,0.010331
176,200,0.010134
177,200,0.010312
178,200,0.010090
179,200,0.009722
180,200,0.009878
181,200,0.010079
182,200,0.010143
183,200,0.010258
184,200,0.009853
185,200,0.009887
186,200,0.010079
187,200,0.008566
188,200,0.009293
189,200,0.009829
190,200,0.009782
191,200,0.011431
192,200,0.010037
193,200,0.009557
194,200,0.009904
195,200,0.010124
196,200,0.010028
197,200,0.009887
198,200,0.009772
199,200,0.010065
200,200,0.009801
201,200,0.009638
202,200,0.009923
203,200,0.009681
204,200,0.010096
205,200,0.009223
206,200,0.009964
207,200,0.010608
208,200,0.009925
209,200,0.009737
210,200,0.010272
211,200,0.009180
212,200,0.009977
213,200,0.010064
214,200,0.010376
215,200,0.009139
216,200,0.010386
217,200,0.009908
218,200,0.009803
219,200,0.010038
220,200,0.010206
221,200,0.010225
222,200,0.010132
223,200,0.010160
224,200,0.010076
225,200,0.010440
226,200,0.016641
227,200,0.008620
228,200,0.020109
229,200,0.009889
230,200,0.009706
231,200,0.009720
232,200,0.009780
233,200,0.009762
234,200,0.008907
235,200,0.009774
236,200,0.009243
237,200,0.014366
238,200,0.010005
239,200,0.009564
240,200,0.009740
241,200,0.008829
242,200,0.008748
243,200,0.010033
244,200,0.008032
245,200,0.008056
246,200,0.008199
247,200,0.009116
248,200,0.007952
249,200,0.007725
250,200,0.008334
251,200,0.008518
252,200,0.008444
253,200,0.009262
254,200,0.008455
255,200,0.008933
256,200,0.025712
257,200,0.009837
258,200,0.009793
259,200,0.008968
260,200,0.009293
261,200,0.009912
262,200,0.009631
263,200,0.009300
264,200,0.008710
265,200,0.009167
266,200,0.009338
267,200,0.009320
268,200,0.009276
269,200,0.008313
270,200,0.008675
271,200,0.008637
272,200,0.008017
273,200,0.007902
274,200,0.008230
275,200,0.008204
276,200,0.008443
277,200,0.008304
278,200,0.008245
279,200,0.008377
280,200,0.008401
281,200,0.008632
282,200,0.008559
283,200,0.008581
284,200,0.008642
285,200,0.008548
286,200,0.008758
287,200,0.008330
288,200,0.008789
289,200,0.008402
290,200,0.008258
291,200,0.008549
292,200,0.008559
293,200,0.008355
294,200,0.008509
295,200,0.008196
296,200,0.008447
297,200,0.008552
298,200,0.008370
299,200,0.008303
300,200,0.008037
301,200,0.008693
302,200,0.008915
303,200,0.008475
304,200,0.008272
305,200,0.008202
306,200,0.008655
307,200,0.008887
308,200,0.009158
309,200,0.009857
310,200,0.009776
311,200,0.008509
312,200,0.009104
313,200,0.009516
314,200,0.010043
315,200,0.009664
316,200,0.010778
317,200,0.008920
318,200,0.009597
319,200,0.009495
320,200,0.009970
321,200,0.009436
322,200,0.010019
323,200,0.009985
324,200,0.009898
325,200,0.010191
326,200,0.009855
327,200,0.009817
328,200,0.010070
329,200,0.009922
330,200,0.010216
331,200,0.011177
332,200,0.010983
333,200,0.010028
334,200,0.010523
335,200,0.009800
336,200,0.010144
337,200,0.010001
338,200,0.009758
339,200,0.010258
340,200,0.009735
341,200,0.010878
342,200,0.009943
343,200,0.009713
344,200,0.015044
345,200,0.010865
346,200,0.010909
347,200,0.010044
348,200,0.009815
349,200,0.009889
350,200,0.009794
351,200,0.011271
352,200,0.010846
353,200,0.010897
354,200,0.012042
355,200,0.009765
356,200,0.010599
357,200,0.014426
358,200,0.011251
359,200,0.010185
360,200,0.009599
361,200,0.009101
362,200,0.009097
363,200,0.009519
364,200,0.009288
365,200,0.009074
366,200,0.008353
367,200,0.008559
368,200,0.008148
369,200,0.010443
370,200,0.016863
371,200,0.009863
372,200,0.010175
373,200,0.009896
374,200,0.009781
375,200,0.009850
376,200,0.009087
377,200,0.009645
378,200,0.009708
379,200,0.009926
380,200,0.009533
381,200,0.009180
382,200,0.008237
383,200,0.009551
384,200,0.009804
385,200,0.009625
386,200,0.009232
387,200,0.009440
388,200,0.010113
389,200,0.009125
390,200,0.009418
391,200,0.009540
392,200,0.009649
393,200,0.010043
394,200,0.009592
395,200,0.008326
396,200,0.008648
397,200,0.008416
398,200,0.009542
399,200,0.009779
400,200,0.009562
401,200,0.009879
402,200,0.010270
403,200,0.010911
404,200,0.009604
405,200,0.013599
406,200,0.008855
407,200,0.010071
408,200,0.009873
409,200,0.009902
410,200,0.009929
411,200,0.010083
412,200,0.009441
413,200,0.009815
414,200,0.009601
415,200,0.010021
416,200,0.010482
417,200,0.009930
418,200,0.009825
419,200,0.009713
420,200,0.010483
421,200,0.010161
422,200,0.009884
423,200,0.009910
424,200,0.009711
425,200,0.009451
426,200,0.009874
427,200,0.009957
428,200,0.009996
429,200,0.009791
430,200,0.010049
431,200,0.010306
432,200,0.009609
433,200,0.009704
434,200,0.009568
435,200,0.010528
436,200,0.009481
437,200,0.009830
438,200,0.009721
439,200,0.009814
440,200,0.009236
441,200,0.009754
442,200,0.009719
443,200,0.009833
444,200,0.009827
445,200,0.009582
446,200,0.010011
447,200,0.009870
448,200,0.009793
449,200,0.010566
450,200,0.010049
451,200,0.009775
452,200,0.010887
453,200,0.010158
454,200,0.010247
455,200,0.009991
456,200,0.009607
457,200,0.009904
458,200,0.010036
459,200,0.009879
460,200,0.010175
461,200,0.009726
462,200,0.009682
463,200,0.010342
464,200,0.009905
465,200,0.010080
466,200,0.026659
467,200,0.017956
468,200,0.008347
469,200,0.008234
470,200,0.017214
471,200,0.007674
472,200,0.007709
473,200,0.007582
474,200,0.007538
475,200,0.007505
476,200,0.007503
477,200,0.007901
478,200,0.009004
479,200,0.007877
480,200,0.008620
481,200,0.008156
482,200,0.009306
483,200,0.009069
484,200,0.009193
485,200,0.009391
486,200,0.009427
487,200,0.009145
488,200,0.008863
489,200,0.009653
490,200,0.009597
491,200,0.009717
492,200,0.009776
493,200,0.009732
494,200,0.009811
495,200,0.009309
496,200,0.009160
497,200,0.009667
498,200,0.009706
499,200,0.009043
500,200,0.008876
501,200,0.009423
502,200,0.012994
503,200,0.008836
504,200,0.009454
505,200,0.009343
506,200,0.009778
507,200,0.009673
508,200,0.009815
509,200,0.009258
510,200,0.009903
511,200,0.009251
512,200,0.009455
513,200,0.009869
514,200,0.010219
515,200,0.009709
516,200,0.009947
517,200,0.009935
518,200,0.009449
519,200,0.009775
520,200,0.009943
521,200,0.009730
522,200,0.010098
523,200,0.009377
524,200,0.008728
525,200,0.009580
526,200,0.009619
527,200,0.009043
528,200,0.009658
529,200,0.009839
530,200,0.010368
531,200,0.009971
532,200,0.009684
533,200,0.010122
534,200,0.009994
535,200,0.009624
536,200,0.009690
537,200,0.009794
538,200,0.009785
539,200,0.009795
540,200,0.009511
541,200,0.009724
542,200,0.010019
543,200,0.010024
544,200,0.009974
545,200,0.009859
546,200,0.009877
547,200,0.010522
548,200,0.017762
549,200,0.009731
550,200,0.010011
551,200,0.010055
552,200,0.009748
553,200,0.009803
554,200,0.009617
555,200,0.009867
556,200,0.010040
557,200,0.009640
558,200,0.009531
559,200,0.009582
560,200,0.009960
561,200,0.009652
562,200,0.010250
563,200,0.010073
564,200,0.009706
565,200,0.009852
566,200,0.009392
567,200,0.009432
568,200,0.009813
569,200,0.009653
570,200,0.009263
571,200,0.009425
572,200,0.009787
573,200,0.009702
574,200,0.009755
575,200,0.009459
576,200,0.010214
577,200,0.009962
578,200,0.010137
579,200,0.010518
580,200,0.009414
581,200,0.009842
582,200,0.009520
583,200,0.008329
584,200,0.008587
585,200,0.008776
586,200,0.008431
587,200,0.007755
588,200,0.007918
589,200,0.007939
590,200,0.015943
591,200,0.008205
592,200,0.008030
593,200,0.007568
594,200,0.008202
595,200,0.010502
596,200,0.029944
597,200,0.009313
598,200,0.010354
599,200,0.009544
600,200,0.009725
601,200,0.009503
602,200,0.009664
603,200,0.009609
604,200,0.009883
605,200,0.010060
606,200,0.009453
607,200,0.009386
608,200,0.009461
609,200,0.009754
610,200,0.009708
611,200,0.009092
612,200,0.009348
613,200,0.009225
614,200,0.008945
615,200,0.009490
616,200,0.009357
617,200,0.009089
618,200,0.009383
619,200,0.009827
620,200,0.009246
621,200,0.010077
622,200,0.009392
623,200,0.009372
624,200,0.009792
625,200,0.010231
626,200,0.010019
627,200,0.010146
628,200,0.009809
629,200,0.010116
630,200,0.010180
631,200,0.009994
632,200,0.009895
633,200,0.014429
634,200,0.009944
635,200,0.010098
636,200,0.010655
637,200,0.009893
638,200,0.010027
639,200,0.009866
640,200,0.009968
641,200,0.009710
642,200,0.009610
643,200,0.010116
644,200,0.010159
645,200,0.011227
646,200,0.009230
647,200,0.009824
648,200,0.010234
649,200,0.009686
650,200,0.009720
651,200,0.009702
652,200,0.009166
653,200,0.009623
654,200,0.010084
655,200,0.010125
656,200,0.009951
657,200,0.009332
658,200,0.008798
659,200,0.009422
660,200,0.010000
661,200,0.009540
662,200,0.009365
663,200,0.009562
