id,status,latency
1,200,0.120404
2,200,0.010781
3,200,0.014896
4,200,0.012526
5,200,0.013171
6,200,0.012943
7,200,0.012936
8,200,0.012920
9,200,0.012840
10,200,0.012891
11,200,0.012675
12,200,0.012083
13,200,0.011994
14,200,0.013631
15,200,0.011472
16,200,0.012175
17,200,0.012154
18,200,0.011960
19,200,0.012053
20,200,0.011510
21,200,0.012162
22,200,0.011585
23,200,0.012339
24,200,0.011346
25,200,0.012617
26,200,0.012293
27,200,0.011955
28,200,0.012036
29,200,0.012517
30,200,0.012116
31,200,0.011619
32,200,0.011953
33,200,0.012046
34,200,0.012041
35,200,0.011973
36,200,0.012191
37,200,0.011768
38,200,0.011867
39,200,0.012078
40,200,0.012317
41,200,0.013000
42,200,0.012509
43,200,0.011688
44,200,0.011974
45,200,0.011865
46,200,0.011731
47,200,0.011805
48,200,0.011873
49,200,0.012432
50,200,0.012271
51,200,0.012175
52,200,0.011951
53,200,0.011897
54,200,0.011454
55,200,0.012051
56,200,0.011839
57,200,0.012408
58,200,0.012208
59,200,0.012109
60,200,0.013122
61,200,0.012038
62,200,0.011691
63,200,0.011751
64,200,0.012187
65,200,0.011779
66,200,0.011864
67,200,0.022201
68,200,0.014812
69,200,0.011313
70,200,0.010767
71,200,0.008551
72,200,0.007945
73,200,0.008070
74,200,0.008234
75,200,0.007785
76,200,0.007920
77,200,0.007449
78,200,0.007484
79,200,0.007469
80,200,0.008047
81,200,0.007826
82,200,0.008175
83,200,0.007682
84,200,0.007585
85,200,0.008225
86,200,0.009661
87,200,0.007806
88,200,0.007949
89,200,0.007844
90,200,0.008111
91,200,0.007965
92,200,0.008503
93,200,0.007896
94,200,0.008154
95,200,0.008248
96,200,0.009078
97,200,0.009683
98,200,0.009143
99,200,0.009634
100,200,0.009514
101,200,0.009484
102,200,0.009220
103,200,0.009657
104,200,0.009316
105,200,0.009406
106,200,0.009895
107,200,0.009638
108,200,0.009390
109,200,0.009441
110,200,0.009664
111,200,0.009651
112,200,0.009768
113,200,0.009444
114,200,0.009563
115,200,0.009455
116,200,0.009675
117,200,0.009387
118,200,0.009607
119,200,0.009619
120,200,0.009216
121,200,0.008887
122,200,0.009562
123,200,0.009612
124,200,0.009918
125,200,0.009431
