1574101631343,true,129,160825848,51044623,0,78
1574101633871,true,128,116104688,48465422,0,72
1574101636375,true,128,110877816,44144509,0,69
1574101638831,true,128,107408752,32931241,0,65
1574101641327,true,128,98204824,33702898,0,66
1574101643795,true,128,98120192,32053264,0,70
1574101646259,true,128,100535184,39807749,0,65
1574101648679,true,128,96653424,39892706,0,64
1574101651111,true,128,96413224,33711660,0,64
1574101653611,true,128,97437704,37592764,0,65
1574101656147,true,128,101807248,39755093,0,66
1574101658619,true,128,97652696,38290079,0,67
1574101661163,true,128,96829296,39755398,0,64
1574101663679,true,128,96037888,33161707,0,68
1574101666191,true,128,100341600,33774618,0,69
1574101668679,true,128,97452728,37698554,0,70
1574101671363,true,128,96026584,33922496,0,65
1574101673887,true,128,97098080,38902312,0,67
1574101676387,true,128,101589088,37421443,0,66
1574101678915,true,128,96918792,31602868,0,66
1574101681655,true,128,97464368,35663704,0,64
1574101684195,true,128,97470096,33014308,0,67
1574101686643,true,128,97426760,39472626,0,65
1574101689191,true,128,96033504,32852613,0,65
1574101691747,true,128,97359152,34072784,0,65
1574101694295,true,128,97453600,38110681,0,65
1574101696831,true,128,97210112,40278877,0,74
1574101699375,true,128,97496976,43215680,0,69
1574101701887,true,128,97064536,37254732,0,69
1574101704375,true,128,97065504,44901557,0,62
1574101706915,true,128,97016912,50035897,0,66
1574101709431,true,128,97467192,38819027,0,68
1574101711939,true,128,97177776,39100434,0,67
1574101714515,true,128,96032360,42410003,0,63
1574101716979,true,128,96177888,31707531,0,65
1574101719531,true,128,96253584,36030555,0,65
1574101722051,true,128,97275856,40963464,0,69
1574101724587,true,128,97454688,37036959,0,69
1574101727135,true,128,95567504,35249723,0,66
1574101729739,true,128,97666248,31842676,0,70
1574101732295,true,128,95660240,33177160,0,66
1574101734827,true,128,97357480,35740171,0,72
1574101737347,true,128,96849744,39325053,0,69
1574101739739,true,128,97493904,38280789,0,68
1574101742151,true,128,97045952,40102173,0,71
1574101744607,true,128,97047616,32110785,0,70
1574101747031,true,128,96469616,33638231,0,67
1574101749455,true,128,97066040,38207028,0,66
1574101751879,true,128,97066480,37469603,0,66
1574101754331,true,128,97066824,32175148,0,70
1574101756771,true,128,95686648,31552661,0,66
1574101759151,true,128,97050440,32323449,0,66
1574101761571,true,128,96471464,35719745,0,69
1574101764007,true,128,97050616,44119243,0,65
1574101766487,true,128,104542912,36202512,0,70
1574101769055,true,128,97467544,39570255,0,64
1574101771571,true,128,97178040,40358729,0,68
1574101774051,true,128,96032448,44409432,0,71
1574101776535,true,128,97447440,33796710,0,64
1574101779019,true,128,97453160,42216778,0,69
1574101781467,true,128,97494344,41543689,0,67
1574101783991,true,128,97046208,33005511,0,69
1574101786499,true,128,97132112,34640507,0,68
1574101789003,true,128,97065416,34804464,0,64
1574101791507,true,128,97066120,36127362,0,67
1574101794031,true,128,97066560,35909275,0,70
1574101796503,true,128,97134488,35576109,0,62
1574101799023,true,128,97050344,41807914,0,67
1574101801563,true,128,97050432,45542280,0,67
1574101804143,true,128,97050520,32346656,0,72
1574101806679,true,128,97058016,32086543,0,65
1574101809187,true,128,97050608,32722924,0,70
1574101811647,true,128,97050608,36111679,0,62
1574101814135,true,128,97050696,34152447,0,68
1574101816659,true,128,97050696,33228608,0,64
1574101819167,true,128,97050696,36530020,0,71
