id,status,latency
1,200,0.530070
2,200,0.012355
3,200,0.008335
4,200,0.012311
5,200,0.009645
6,200,0.008245
7,200,0.008187
8,200,0.007914
9,200,0.007900
10,200,0.014991
11,200,0.008668
12,200,0.008724
13,200,0.008426
14,200,0.008978
15,200,0.008493
16,200,0.008295
17,200,0.011272
18,200,0.008874
19,200,0.008825
20,200,0.009197
21,200,0.007835
22,200,0.008441
23,200,0.008803
24,200,0.009000
25,200,0.008770
26,200,0.008771
27,200,0.007769
28,200,0.007367
29,200,0.007985
30,200,0.008224
31,200,0.008594
32,200,0.008685
33,200,0.008230
34,200,0.008209
35,200,0.008845
36,200,0.009421
37,200,0.008301
38,200,0.008328
39,200,0.009043
40,200,0.009304
41,200,0.011233
42,200,0.008426
43,200,0.007675
44,200,0.007975
45,200,0.009749
46,200,0.008352
47,200,0.008120
48,200,0.007923
49,200,0.008920
50,200,0.007803
51,200,0.007782
52,200,0.033643
53,200,0.009005
54,200,0.010014
55,200,0.009161
56,200,0.010341
57,200,0.009569
58,200,0.009101
59,200,0.008370
60,200,0.008604
61,200,0.009953
62,200,0.008704
63,200,0.010545
64,200,0.009001
65,200,0.008989
66,200,0.009020
67,200,0.009301
68,200,0.009113
69,200,0.008320
70,200,0.007916
71,200,0.007792
72,200,0.016229
73,200,0.007877
74,200,0.007712
75,200,0.020799
76,200,0.008215
77,200,0.007895
78,200,0.007828
79,200,0.024005
80,200,0.012857
81,200,0.021660
82,200,0.013001
83,200,0.007697
84,200,0.007618
85,200,0.008992
86,200,0.007867
87,200,0.007662
88,200,0.007565
89,200,0.007425
90,200,0.007497
91,200,0.007845
92,200,0.007484
93,200,0.007138
94,200,0.007291
95,200,0.007466
96,200,0.018798
97,200,0.007553
98,200,0.008386
99,200,0.007514
100,200,0.008718
101,200,0.007817
102,200,0.007541
103,200,0.007928
104,200,0.007532
105,200,0.007409
106,200,0.007588
107,200,0.008362
108,200,0.007804
109,200,0.017313
110,200,0.007799
111,200,0.007910
112,200,0.008188
113,200,0.007462
114,200,0.010244
115,200,0.008605
116,200,0.007617
117,200,0.013347
118,200,0.008579
119,200,0.007566
120,200,0.008582
121,200,0.007849
122,200,0.007718
123,200,0.007877
124,200,0.007870
125,200,0.009476
126,200,0.007282
127,200,0.007201
128,200,0.019417
129,200,0.006903
130,200,0.007363
131,200,0.006941
132,200,0.006871
133,200,0.006842
134,200,0.006827
135,200,0.007148
136,200,0.007067
137,200,0.008101
138,200,0.007689
139,200,0.007477
140,200,0.007747
141,200,0.007472
142,200,0.008375
143,200,0.007782
144,200,0.009088
145,200,0.007357
146,200,0.006715
147,200,0.006841
148,200,0.007056
149,200,0.006917
150,200,0.007466
151,200,0.007552
152,200,0.007270
153,200,0.006991
154,200,0.007575
155,200,0.007537
156,200,0.007359
157,200,0.007003
158,200,0.007164
159,200,0.007373
160,200,0.009353
161,200,0.007877
162,200,0.007750
163,200,0.007815
164,200,0.007872
165,200,0.008160
166,200,0.007957
167,200,0.008329
168,200,0.007926
169,200,0.008783
170,200,0.007953
171,200,0.008508
172,200,0.008465
173,200,0.008088
174,200,0.010755
175,200,0.010208
176,200,0.008219
177,200,0.017157
178,200,0.007774
179,200,0.007798
180,200,0.015703
181,200,0.007967
182,200,0.007743
183,200,0.008023
184,200,0.008064
185,200,0.007684
186,200,0.008024
187,200,0.007852
188,200,0.007794
189,200,0.008203
190,200,0.008403
191,200,0.008131
192,200,0.007991
193,200,0.007580
194,200,0.008443
195,200,0.013280
196,200,0.007109
197,200,0.007350
198,200,0.007450
199,200,0.007378
200,200,0.007852
201,200,0.010677
202,200,0.007078
203,200,0.007380
204,200,0.007492
205,200,0.007962
206,200,0.009602
207,200,0.008080
208,200,0.008727
209,200,0.007229
210,200,0.007560
211,200,0.007606
212,200,0.007303
213,200,0.007193
214,200,0.007407
215,200,0.007787
216,200,0.008811
217,200,0.006998
218,200,0.009392
219,200,0.011236
220,200,0.007287
221,200,0.007058
222,200,0.007215
223,200,0.016424
224,200,0.007004
225,200,0.007804
226,200,0.007224
227,200,0.006854
228,200,0.006956
229,200,0.006624
230,200,0.007222
231,200,0.007705
232,200,0.007443
233,200,0.007343
234,200,0.008309
235,200,0.007472
236,200,0.007339
237,200,0.007140
238,200,0.007831
239,200,0.007915
240,200,0.007063
241,200,0.010553
242,200,0.008033
243,200,0.007814
244,200,0.007432
245,200,0.007040
246,200,0.009898
247,200,0.007179
248,200,0.008119
249,200,0.009044
250,200,0.007330
251,200,0.007310
252,200,0.007534
253,200,0.015230
254,200,0.007455
255,200,0.007202
256,200,0.010110
257,200,0.007087
258,200,0.007277
259,200,0.007425
260,200,0.007565
261,200,0.007401
262,200,0.009925
263,200,0.007835
264,200,0.008501
265,200,0.008156
266,200,0.007206
267,200,0.007680
268,200,0.007014
269,200,0.007233
270,200,0.007114
271,200,0.007425
272,200,0.007302
273,200,0.007218
274,200,0.007029
275,200,0.007411
276,200,0.007791
277,200,0.008006
278,200,0.008396
279,200,0.008934
280,200,0.008280
281,200,0.008521
282,200,0.008344
283,200,0.008066
284,200,0.008018
285,200,0.008359
286,200,0.008413
287,200,0.008436
288,200,0.008374
289,200,0.007511
290,200,0.007873
291,200,0.007781
292,200,0.007733
293,200,0.007817
294,200,0.007986
295,200,0.007855
296,200,0.007717
297,200,0.007738
298,200,0.009205
299,200,0.007796
300,200,0.007589
301,200,0.007693
302,200,0.007690
303,200,0.007641
304,200,0.007692
305,200,0.007276
306,200,0.008838
307,200,0.007414
308,200,0.011312
309,200,0.015775
310,200,0.007628
311,200,0.007804
312,200,0.007696
313,200,0.007688
314,200,0.007690
315,200,0.009736
316,200,0.010466
317,200,0.008892
318,200,0.007808
319,200,0.007475
320,200,0.010372
321,200,0.010401
322,200,0.008859
323,200,0.008105
324,200,0.015061
325,200,0.011407
326,200,0.010332
327,200,0.008961
328,200,0.008798
329,200,0.007556
330,200,0.007662
331,200,0.009480
332,200,0.006974
333,200,0.007351
334,200,0.007223
335,200,0.006858
336,200,0.007753
337,200,0.008598
338,200,0.012246
339,200,0.007671
340,200,0.007303
341,200,0.007315
342,200,0.007539
343,200,0.007106
344,200,0.007519
345,200,0.007577
346,200,0.007996
347,200,0.013135
348,200,0.006901
349,200,0.008882
350,200,0.008567
351,200,0.008276
352,200,0.007367
353,200,0.007511
354,200,0.007860
355,200,0.008049
356,200,0.007437
357,200,0.007334
358,200,0.007058
359,200,0.007287
360,200,0.007128
361,200,0.007254
362,200,0.007329
363,200,0.010353
364,200,0.007303
365,200,0.007185
366,200,0.006891
367,200,0.006974
368,200,0.006747
369,200,0.006831
370,200,0.007417
371,200,0.013178
372,200,0.007350
373,200,0.010158
374,200,0.007104
375,200,0.007115
376,200,0.007307
377,200,0.007295
378,200,0.007442
379,200,0.007688
380,200,0.007218
381,200,0.007892
382,200,0.009639
383,200,0.007718
384,200,0.007946
385,200,0.007940
386,200,0.008356
387,200,0.007811
388,200,0.007388
389,200,0.006749
390,200,0.006950
391,200,0.007382
392,200,0.012003
393,200,0.007346
394,200,0.008375
395,200,0.007575
396,200,0.007332
397,200,0.007653
398,200,0.007716
399,200,0.007355
400,200,0.007896
401,200,0.007247
402,200,0.007830
403,200,0.007280
404,200,0.007167
405,200,0.007619
406,200,0.007603
407,200,0.007664
408,200,0.007612
409,200,0.007870
410,200,0.007549
411,200,0.007957
412,200,0.007673
413,200,0.007647
414,200,0.007699
415,200,0.007965
416,200,0.008369
417,200,0.007989
418,200,0.008528
419,200,0.008205
420,200,0.007848
421,200,0.007708
422,200,0.007417
423,200,0.007730
424,200,0.008449
425,200,0.008247
426,200,0.008144
427,200,0.007722
428,200,0.007929
429,200,0.012697
430,200,0.010190
431,200,0.007911
432,200,0.007862
433,200,0.007940
434,200,0.007882
435,200,0.007930
436,200,0.007877
437,200,0.009640
438,200,0.008260
439,200,0.011957
440,200,0.011546
441,200,0.007522
442,200,0.007373
443,200,0.009669
444,200,0.007230
445,200,0.008466
446,200,0.007624
447,200,0.007563
448,200,0.007788
449,200,0.031436
450,200,0.007605
451,200,0.008384
452,200,0.009561
453,200,0.011027
454,200,0.009898
455,200,0.008432
456,200,0.007264
457,200,0.007088
458,200,0.016351
459,200,0.008351
460,200,0.014366
461,200,0.013015
462,200,0.011917
463,200,0.009950
464,200,0.012167
465,200,0.007249
466,200,0.007337
467,200,0.007222
468,200,0.007702
469,200,0.007725
470,200,0.007818
471,200,0.007657
472,200,0.008326
473,200,0.007597
474,200,0.017515
475,200,0.007384
476,200,0.007589
477,200,0.007213
478,200,0.007115
479,200,0.007041
480,200,0.007344
481,200,0.007129
482,200,0.007283
483,200,0.007487
484,200,0.008480
485,200,0.007449
486,200,0.010136
487,200,0.009713
488,200,0.007272
489,200,0.007006
490,200,0.007026
491,200,0.008861
492,200,0.006812
493,200,0.006928
494,200,0.007773
495,200,0.007223
496,200,0.007166
497,200,0.007252
498,200,0.007206
499,200,0.007199
500,200,0.008305
501,200,0.009712
502,200,0.006827
503,200,0.009324
504,200,0.006806
505,200,0.008030
506,200,0.007825
507,200,0.006924
508,200,0.007059
509,200,0.007148
510,200,0.006939
511,200,0.006844
512,200,0.016773
513,200,0.007405
514,200,0.007654
515,200,0.007345
516,200,0.007945
517,200,0.006954
518,200,0.007692
519,200,0.007414
520,200,0.007195
521,200,0.008230
522,200,0.008013
523,200,0.007800
524,200,0.008050
525,200,0.007983
526,200,0.008584
527,200,0.008489
528,200,0.008091
529,200,0.008252
530,200,0.007770
531,200,0.007667
532,200,0.007824
533,200,0.007724
534,200,0.007395
535,200,0.007576
536,200,0.007855
537,200,0.007736
538,200,0.007802
539,200,0.007605
540,200,0.007955
541,200,0.008230
542,200,0.008120
543,200,0.008326
544,200,0.008595
545,200,0.007947
546,200,0.009288
547,200,0.007498
548,200,0.007811
549,200,0.007762
550,200,0.007346
551,200,0.007322
552,200,0.007161
553,200,0.007594
554,200,0.007486
555,200,0.007655
556,200,0.007443
557,200,0.007517
558,200,0.007604
559,200,0.008033
560,200,0.010255
561,200,0.007498
562,200,0.007497
563,200,0.007455
564,200,0.007617
565,200,0.007818
566,200,0.006937
567,200,0.006924
568,200,0.007883
569,200,0.007517
570,200,0.007955
571,200,0.007452
572,200,0.009041
573,200,0.031854
574,200,0.017373
575,200,0.007037
576,200,0.010647
577,200,0.007635
578,200,0.020095
579,200,0.015770
580,200,0.006671
581,200,0.007438
582,200,0.008003
583,200,0.010290
584,200,0.010738
585,200,0.013697
586,200,0.010761
587,200,0.007459
588,200,0.007482
589,200,0.007746
590,200,0.007689
591,200,0.009694
592,200,0.008272
593,200,0.007606
594,200,0.008023
595,200,0.007296
596,200,0.007274
597,200,0.008148
598,200,0.007428
599,200,0.007616
600,200,0.007185
601,200,0.007502
602,200,0.011106
603,200,0.007251
604,200,0.007252
605,200,0.007445
606,200,0.007389
607,200,0.009652
608,200,0.006929
609,200,0.007358
610,200,0.007347
611,200,0.007205
612,200,0.007195
613,200,0.008072
614,200,0.010527
615,200,0.007262
616,200,0.007385
617,200,0.007061
618,200,0.007170
619,200,0.007183
620,200,0.010364
621,200,0.007139
622,200,0.007604
623,200,0.007114
624,200,0.007105
625,200,0.006904
626,200,0.007217
627,200,0.007638
628,200,0.006989
629,200,0.007462
630,200,0.007376
631,200,0.007436
632,200,0.009511
633,200,0.007470
634,200,0.008002
635,200,0.007619
636,200,0.007683
637,200,0.007461
638,200,0.007492
639,200,0.007577
640,200,0.008649
641,200,0.008086
642,200,0.007381
643,200,0.007954
644,200,0.008477
645,200,0.008363
646,200,0.007122
647,200,0.007243
648,200,0.008005
649,200,0.007159
650,200,0.007293
651,200,0.006839
652,200,0.007165
653,200,0.006935
654,200,0.007180
655,200,0.007082
656,200,0.007245
657,200,0.007177
658,200,0.007421
659,200,0.007552
660,200,0.007563
661,200,0.008221
662,200,0.008470
663,200,0.008068
664,200,0.007686
665,200,0.008062
666,200,0.007500
667,200,0.007531
668,200,0.007563
669,200,0.007278
670,200,0.007569
671,200,0.007570
672,200,0.007336
673,200,0.007535
674,200,0.008033
675,200,0.007758
676,200,0.007838
677,200,0.007645
678,200,0.007799
679,200,0.007669
680,200,0.007787
681,200,0.007535
682,200,0.007503
683,200,0.007703
684,200,0.007525
685,200,0.009638
686,200,0.007366
687,200,0.007454
688,200,0.010714
689,200,0.007806
690,200,0.010109
691,200,0.007453
692,200,0.008143
693,200,0.007674
694,200,0.007454
695,200,0.007458
696,200,0.007408
697,200,0.007366
698,200,0.007698
699,200,0.008181
700,200,0.007445
701,200,0.007703
702,200,0.007362
703,200,0.007486
704,200,0.008213
705,200,0.007685
706,200,0.025507
707,200,0.007440
708,200,0.007583
709,200,0.016592
710,200,0.007543
711,200,0.028120
712,200,0.009537
713,200,0.009279
714,200,0.007954
715,200,0.007435
716,200,0.007210
717,200,0.022408
718,200,0.007982
719,200,0.008907
720,200,0.009020
721,200,0.007508
722,200,0.007593
723,200,0.007471
724,200,0.007972
725,200,0.007894
726,200,0.007937
727,200,0.010038
728,200,0.008055
729,200,0.008297
730,200,0.007887
731,200,0.011067
732,200,0.018430
733,200,0.008016
734,200,0.007549
735,200,0.007745
736,200,0.007478
737,200,0.007715
738,200,0.007539
739,200,0.007392
740,200,0.007714
741,200,0.007369
742,200,0.007551
743,200,0.017266
744,200,0.007294
745,200,0.007559
746,200,0.007208
747,200,0.006681
748,200,0.007034
749,200,0.006662
750,200,0.006802
751,200,0.006819
752,200,0.006812
753,200,0.006547
754,200,0.006656
755,200,0.006682
756,200,0.007003
757,200,0.013694
758,200,0.007336
759,200,0.007040
760,200,0.007014
761,200,0.007288
762,200,0.006790
763,200,0.007386
764,200,0.007107
765,200,0.007222
766,200,0.007338
767,200,0.007978
768,200,0.008649
769,200,0.007983
770,200,0.008142
771,200,0.008072
772,200,0.008523
773,200,0.008193
774,200,0.008058
775,200,0.007799
776,200,0.008022
777,200,0.008342
778,200,0.008837
779,200,0.007796
780,200,0.007850
781,200,0.007967
782,200,0.008375
783,200,0.008404
784,200,0.008123
785,200,0.007596
786,200,0.007779
787,200,0.008037
788,200,0.008141
789,200,0.023159
790,200,0.007550
791,200,0.007747
792,200,0.008170
