id,status,latency
1,200,0.389769
2,200,0.013428
3,200,0.008256
4,200,0.009315
5,200,0.009042
6,200,0.008586
7,200,0.008302
8,200,0.008157
9,200,0.008814
10,200,0.009010
11,200,0.008257
12,200,0.007896
13,200,0.008372
14,200,0.008168
15,200,0.008635
16,200,0.007966
17,200,0.007867
18,200,0.007925
19,200,0.008388
20,200,0.008145
21,200,0.008090
22,200,0.008415
23,200,0.007819
24,200,0.007818
25,200,0.008266
26,200,0.008479
27,200,0.008125
28,200,0.008563
29,200,0.008257
30,200,0.008088
31,200,0.007772
32,200,0.008261
33,200,0.008073
34,200,0.008072
35,200,0.008433
36,200,0.008101
37,200,0.008648
38,200,0.008167
39,200,0.007842
40,200,0.008556
41,200,0.008119
42,200,0.008866
43,200,0.008432
44,200,0.008481
45,200,0.007858
46,200,0.008488
47,200,0.008091
48,200,0.007903
49,200,0.008680
50,200,0.008052
51,200,0.007996
52,200,0.007984
53,200,0.007998
54,200,0.007942
55,200,0.007993
56,200,0.008098
57,200,0.008020
58,200,0.008062
59,200,0.008075
60,200,0.007966
61,200,0.008166
62,200,0.008700
63,200,0.007827
64,200,0.008270
65,200,0.008150
66,200,0.007856
67,200,0.009592
68,200,0.007863
69,200,0.007688
70,200,0.008062
71,200,0.008056
72,200,0.007325
73,200,0.007727
74,200,0.007622
75,200,0.007659
76,200,0.007960
77,200,0.007377
78,200,0.007391
79,200,0.007578
80,200,0.008157
81,200,0.007990
82,200,0.008254
83,200,0.007441
84,200,0.007945
85,200,0.007971
86,200,0.007776
87,200,0.010069
88,200,0.015851
89,200,0.012367
90,200,0.020386
91,200,0.008258
92,200,0.008957
93,200,0.007912
94,200,0.007880
95,200,0.007811
96,200,0.007920
97,200,0.007663
98,200,0.007788
99,200,0.007769
100,200,0.008231
101,200,0.008333
102,200,0.007868
103,200,0.007972
104,200,0.007948
105,200,0.007894
106,200,0.007850
107,200,0.007974
108,200,0.008368
109,200,0.009850
110,200,0.007910
111,200,0.008402
112,200,0.007832
113,200,0.007896
114,200,0.007855
115,200,0.008389
116,200,0.012369
117,200,0.007737
118,200,0.008563
119,200,0.007913
120,200,0.008286
121,200,0.007980
122,200,0.008050
123,200,0.007770
124,200,0.007586
125,200,0.007376
126,200,0.007931
127,200,0.007492
128,200,0.008255
129,200,0.007770
130,200,0.007765
131,200,0.007626
132,200,0.007534
133,200,0.007374
134,200,0.008200
135,200,0.007738
136,200,0.007650
137,200,0.007748
138,200,0.007586
139,200,0.007872
140,200,0.007388
141,200,0.007689
142,200,0.007483
143,200,0.007775
144,200,0.007885
145,200,0.007308
146,200,0.007908
147,200,0.007490
148,200,0.007825
149,200,0.007367
150,200,0.008070
151,200,0.007833
152,200,0.007391
153,200,0.008089
154,200,0.007423
155,200,0.007639
156,200,0.007502
157,200,0.007564
158,200,0.007771
159,200,0.007740
160,200,0.007647
161,200,0.007820
162,200,0.008007
163,200,0.007700
164,200,0.008383
165,200,0.007410
166,200,0.007655
167,200,0.007640
168,200,0.007437
169,200,0.007601
170,200,0.007584
171,200,0.007463
172,200,0.007689
173,200,0.007576
